"transection_cost","date","invoice_no","customer","no_of_products","weekend_orders","string_agg"
"137.70","2010-06-27","513609",14606,"19",1,"Sunday"
"128.52","2010-06-27","513611",18260,"2",1,"Sunday"
"220.65","2010-06-27","513612",14199,"5",1,"Sunday"
"198.78","2010-06-27","513613",15102,"7",1,"Sunday"
"212.63","2010-06-27","513614",17618,"26",1,"Sunday"
"725.31","2010-06-27","513615",15998,"129",1,"Sunday"
"367.86","2010-06-27","513616",16059,"60",1,"Sunday"
"201.25","2010-06-27","513617",16950,"9",1,"Sunday"
"318.37","2010-06-27","513618",13585,"18",1,"Sunday"
"102.25","2010-06-27","513619",16453,"5",1,"Sunday"
"369.58","2010-06-27","513620",14532,"45",1,"Sunday"
"571.36","2010-06-27","513621",13414,"5",1,"Sunday"
"456.94","2010-06-27","513622",16563,"9",1,"Sunday"
"86.54","2010-06-27","513623",14867,"5",1,"Sunday"
"288.05","2010-06-27","513624",14492,"10",1,"Sunday"
"928.83","2010-06-27","513625",14505,"157",1,"Sunday"
"636.87","2010-06-27","513626",17364,"38",1,"Sunday"
"549.88","2010-06-27","513627",17194,"32",1,"Sunday"
"174.80","2010-06-27","513628",14505,"12",1,"Sunday"
"172.20","2010-06-27","513629",17561,"47",1,"Sunday"
"147.45","2010-06-27","513630",17372,"18",1,"Sunday"
"180.85","2010-06-27","513631",12951,"10",1,"Sunday"
"454.66","2010-06-27","513632",15264,"32",1,"Sunday"
"394.50","2010-06-27","513633",16529,"19",1,"Sunday"
"101.40","2010-06-27","513634",17812,"26",1,"Sunday"
"353.02","2010-06-27","513635",16701,"12",1,"Sunday"
"121.05","2010-06-27","513636",17905,"8",1,"Sunday"
"720.30","2010-06-27","513637",17640,"13",1,"Sunday"
"188.58","2010-06-27","513638",16168,"4",1,"Sunday"
"337.95","2010-06-27","513639",17001,"14",1,"Sunday"
"63.88","2010-06-27","513640",17001,"3",1,"Sunday"
"229.53","2010-06-27","513641",16838,"13",1,"Sunday"
"206.76","2010-06-27","513642",14676,"5",1,"Sunday"
"9.15","2010-06-27","513643",13057,"2",1,"Sunday"
"319.60","2010-06-27","513644",17096,"15",1,"Sunday"
"305.70","2010-06-28","513646",16746,"16",0,"Monday"
"13330.38","2010-06-28","513647",14646,"71",0,"Monday"
"348.06","2010-06-28","513648",14341,"20",0,"Monday"
"1540.00","2010-06-28","513649",14646,"4",0,"Monday"
"455.18","2010-06-28","513650",17091,"30",0,"Monday"
"666.40","2010-06-28","513651",14045,"2",0,"Monday"
"185.46","2010-06-28","513652",14437,"9",0,"Monday"
"7500.32","2010-06-28","513653",16754,"14",0,"Monday"
"1470.04","2010-06-28","513655",-1,"168",0,"Monday"
"138.44","2010-06-28","513656",13911,"3",0,"Monday"
"259.68","2010-06-28","513657",16733,"12",0,"Monday"
"436.28","2010-06-28","513658",17389,"7",0,"Monday"
"547.73","2010-06-28","513659",14769,"37",0,"Monday"
"264.24","2010-06-28","513660",17863,"14",0,"Monday"
"116.92","2010-06-28","513661",14947,"7",0,"Monday"
"72.30","2010-06-28","513662",16138,"3",0,"Monday"
"308.38","2010-06-28","513663",12935,"18",0,"Monday"
"166.35","2010-06-28","513664",16040,"9",0,"Monday"
"373.17","2010-06-28","513665",17437,"53",0,"Monday"
"142.17","2010-06-28","513666",14534,"24",0,"Monday"
"1321.95","2010-06-28","513667",15523,"21",0,"Monday"
"306.95","2010-06-28","513669",15694,"5",0,"Monday"
"7.49","2010-06-28","513670",15581,"1",0,"Monday"
"975.33","2010-06-28","513674",16012,"59",0,"Monday"
"102.86","2010-06-28","513708",15953,"7",0,"Monday"
"324.00","2010-06-28","513709",12980,"3",0,"Monday"
"108.75","2010-06-28","513712",13129,"4",0,"Monday"
"156.43","2010-06-28","513713",17578,"9",0,"Monday"
"200.91","2010-06-28","513714",17841,"23",0,"Monday"
"998.27","2010-06-28","513732",15791,"43",0,"Monday"
"730.90","2010-06-28","513744",14295,"28",0,"Monday"
"305.07","2010-06-28","513747",16571,"21",0,"Monday"
"438.24","2010-06-28","513750",17019,"64",0,"Monday"
"355.44","2010-06-28","513751",13123,"35",0,"Monday"
"166.88","2010-06-28","513752",17068,"32",0,"Monday"
"275.30","2010-06-28","513761",17448,"21",0,"Monday"
"2151.27","2010-06-28","513762",12451,"111",0,"Monday"
"1230.33","2010-06-28","513763",12784,"72",0,"Monday"
"1257.91","2010-06-28","513764",-1,"169",0,"Monday"
"119.70","2010-06-28","513766",15882,"3",0,"Monday"
"1740.24","2010-06-28","513767",16754,"3",0,"Monday"
"767.05","2010-06-28","513768",17667,"47",0,"Monday"
"179.28","2010-06-28","513769",12701,"12",0,"Monday"
"595.39","2010-06-28","513770",17669,"24",0,"Monday"
"318.82","2010-06-28","513772",17259,"42",0,"Monday"
"244.60","2010-06-28","513773",13831,"17",0,"Monday"
"142.31","2010-06-28","513774",12346,"19",0,"Monday"
"464.62","2010-06-28","513775",17448,"38",0,"Monday"
"2814.00","2010-06-28","513776",16754,"14",0,"Monday"
"265.50","2010-06-28","513777",15489,"13",0,"Monday"
"172.60","2010-06-28","513778",17326,"51",0,"Monday"
"262.85","2010-06-28","513779",14282,"7",0,"Monday"
"344.50","2010-06-28","513781",13798,"3",0,"Monday"
"121.30","2010-06-28","513782",14915,"6",0,"Monday"
"1345.62","2010-06-28","513783",18008,"2",0,"Monday"
"170.00","2010-06-28","513784",12741,"1",0,"Monday"
"223.95","2010-06-28","513785",16168,"3",0,"Monday"
"148.47","2010-06-28","513786",18041,"17",0,"Monday"
"99.90","2010-06-28","513787",14651,"8",0,"Monday"
"350.56","2010-06-28","513788",13152,"23",0,"Monday"
"708.10","2010-06-28","513789",12485,"34",0,"Monday"
"456.90","2010-06-28","513790",13069,"55",0,"Monday"
"199.93","2010-06-28","513791",18036,"38",0,"Monday"
"304.68","2010-06-28","513792",14020,"18",0,"Monday"
"214.99","2010-06-28","513793",17576,"24",0,"Monday"
"314.70","2010-06-28","513794",13859,"8",0,"Monday"
"301.80","2010-06-28","513795",12527,"13",0,"Monday"
"219.35","2010-06-28","513796",12799,"15",0,"Monday"
"225.73","2010-06-28","513797",16499,"13",0,"Monday"
"0.00","2010-06-28","513798",-1,"1",0,"Monday"
"119.80","2010-06-28","513799",14182,"7",0,"Monday"
"603.46","2010-06-29","513800",14025,"15",0,"Tuesday"
"314.99","2010-06-29","513801",13577,"18",0,"Tuesday"
"308.10","2010-06-29","513802",14110,"10",0,"Tuesday"
"155.52","2010-06-29","513803",16754,"1",0,"Tuesday"
"175.00","2010-06-29","513804",16754,"1",0,"Tuesday"
"96.40","2010-06-29","513805",16197,"4",0,"Tuesday"
"0.00","2010-06-29","513806",-1,"1",0,"Tuesday"
"0.00","2010-06-29","513807",-1,"1",0,"Tuesday"
"0.00","2010-06-29","513808",-1,"1",0,"Tuesday"
"322.24","2010-06-29","513809",12682,"18",0,"Tuesday"
"142.80","2010-06-29","513810",14156,"7",0,"Tuesday"
"357.84","2010-06-29","513811",14735,"10",0,"Tuesday"
"330.00","2010-06-29","513812",14477,"2",0,"Tuesday"
"759.13","2010-06-29","513813",13023,"36",0,"Tuesday"
"353.98","2010-06-29","513814",15544,"23",0,"Tuesday"
"237.60","2010-06-29","513815",12647,"12",0,"Tuesday"
"467.76","2010-06-29","513816",16835,"24",0,"Tuesday"
"118.80","2010-06-29","513817",14835,"1",0,"Tuesday"
"84.93","2010-06-29","513818",14735,"6",0,"Tuesday"
"201.60","2010-06-29","513819",13223,"1",0,"Tuesday"
"260.60","2010-06-29","513820",12567,"10",0,"Tuesday"
"0.00","2010-06-29","513821",-1,"1",0,"Tuesday"
"158.52","2010-06-29","513822",13939,"11",0,"Tuesday"
"0.00","2010-06-29","513823",-1,"11",0,"Tuesday"
"0.00","2010-06-29","513824",-1,"1",0,"Tuesday"
"0.00","2010-06-29","513825",-1,"1",0,"Tuesday"
"0.00","2010-06-29","513826",-1,"1",0,"Tuesday"
"755.02","2010-06-29","513827",13715,"19",0,"Tuesday"
"1420.60","2010-06-29","513830",13089,"60",0,"Tuesday"
"38.40","2010-06-29","513847",13089,"3",0,"Tuesday"
"15.00","2010-06-29","513853",13089,"1",0,"Tuesday"
"513.95","2010-06-29","513854",17377,"37",0,"Tuesday"
"485.99","2010-06-29","513855",15078,"23",0,"Tuesday"
"39.00","2010-06-29","513856",15078,"1",0,"Tuesday"
"942.40","2010-06-29","513857",13089,"4",0,"Tuesday"
"351.18","2010-06-29","513858",13299,"21",0,"Tuesday"
"29.70","2010-06-29","513859",13089,"1",0,"Tuesday"
"103.20","2010-06-29","513862",13059,"8",0,"Tuesday"
"751.50","2010-06-29","513876",12471,"23",0,"Tuesday"
"325.49","2010-06-29","513878",16103,"11",0,"Tuesday"
"17.70","2010-06-29","513879",12471,"1",0,"Tuesday"
"301.00","2010-06-29","513902",17342,"9",0,"Tuesday"
"1167.01","2010-06-29","513907",-1,"134",0,"Tuesday"
"108.06","2010-06-29","513915",17884,"18",0,"Tuesday"
"2145.00","2010-06-29","513919",15769,"5",0,"Tuesday"
"38.50","2010-06-29","513922",17884,"2",0,"Tuesday"
"241.45","2010-06-29","513926",14774,"13",0,"Tuesday"
"139.85","2010-06-29","513934",14224,"3",0,"Tuesday"
"200.91","2010-06-29","513936",16923,"8",0,"Tuesday"
"156.00","2010-06-29","513937",14006,"5",0,"Tuesday"
"510.24","2010-06-29","513938",13089,"10",0,"Tuesday"
"677.55","2010-06-29","513939",13562,"25",0,"Tuesday"
"161.10","2010-06-29","513940",12788,"10",0,"Tuesday"
"316.48","2010-06-29","513941",12529,"21",0,"Tuesday"
"1544.66","2010-06-29","513942",-1,"192",0,"Tuesday"
"944.08","2010-06-29","513943",14040,"26",0,"Tuesday"
"532.80","2010-06-29","513945",13001,"20",0,"Tuesday"
"0.00","2010-06-29","513946",-1,"1",0,"Tuesday"
"306.95","2010-06-29","513948",14389,"14",0,"Tuesday"
"143.27","2010-06-29","513949",17191,"18",0,"Tuesday"
"277.40","2010-06-29","513950",15425,"12",0,"Tuesday"
"8.90","2010-06-29","513951",-1,"2",0,"Tuesday"
"1552.80","2010-06-29","513952",14049,"118",0,"Tuesday"
"1548.14","2010-06-29","513953",14426,"89",0,"Tuesday"
"754.84","2010-06-29","513956",15808,"48",0,"Tuesday"
"97.50","2010-06-29","513958",16680,"1",0,"Tuesday"
"112.34","2010-06-29","513959",13620,"5",0,"Tuesday"
"836.75","2010-06-29","513960",15430,"33",0,"Tuesday"
"210.44","2010-06-29","513961",15005,"44",0,"Tuesday"
"3499.80","2010-06-29","513963",13694,"13",0,"Tuesday"
"1765.95","2010-06-29","513964",12380,"50",0,"Tuesday"
"686.40","2010-06-29","513965",12380,"24",0,"Tuesday"
"145.00","2010-06-29","513967",12380,"1",0,"Tuesday"
"144.55","2010-06-29","513968",18225,"9",0,"Tuesday"
"0.00","2010-06-29","513969",-1,"1",0,"Tuesday"
"166.60","2010-06-29","513970",17332,"9",0,"Tuesday"
"81.66","2010-06-29","513971",12695,"3",0,"Tuesday"
"463.75","2010-06-29","513972",15532,"87",0,"Tuesday"
"1020.00","2010-06-29","513973",13027,"9",0,"Tuesday"
"395.20","2010-06-29","513974",16176,"10",0,"Tuesday"
"499.88","2010-06-29","513975",13451,"66",0,"Tuesday"
"74.70","2010-06-30","513984",14180,"3",0,"Wednesday"
"2326.74","2010-06-30","513987",12415,"87",0,"Wednesday"
"838.74","2010-06-30","513990",16754,"3",0,"Wednesday"
"342.61","2010-06-30","513991",14092,"14",0,"Wednesday"
"1044.21","2010-06-30","513992",16754,"5",0,"Wednesday"
"318.00","2010-06-30","513993",17949,"1",0,"Wednesday"
"471.87","2010-06-30","513995",13813,"25",0,"Wednesday"
"172.55","2010-06-30","513996",15842,"9",0,"Wednesday"
"371.85","2010-06-30","513998",16556,"23",0,"Wednesday"
"159.60","2010-06-30","514002",17155,"4",0,"Wednesday"
"620.65","2010-06-30","514004",14156,"33",0,"Wednesday"
"379.89","2010-06-30","514005",13446,"23",0,"Wednesday"
"306.78","2010-06-30","514008",16170,"15",0,"Wednesday"
"309.53","2010-06-30","514009",15755,"21",0,"Wednesday"
"217.32","2010-06-30","514013",13214,"18",0,"Wednesday"
"404.45","2010-06-30","514015",13752,"19",0,"Wednesday"
"389.78","2010-06-30","514016",15251,"8",0,"Wednesday"
"0.00","2010-06-30","514017",-1,"1",0,"Wednesday"
"75.30","2010-06-30","514018",13739,"3",0,"Wednesday"
"313.95","2010-06-30","514019",14422,"17",0,"Wednesday"
"302.40","2010-06-30","514021",17508,"9",0,"Wednesday"
"594.17","2010-06-30","514022",15039,"42",0,"Wednesday"
"710.41","2010-06-30","514023",14530,"57",0,"Wednesday"
"331.57","2010-06-30","514026",17676,"21",0,"Wednesday"
"679.08","2010-06-30","514036",15615,"30",0,"Wednesday"
"286.27","2010-06-30","514047",16686,"58",0,"Wednesday"
"154.08","2010-06-30","514058",17578,"7",0,"Wednesday"
"624.12","2010-06-30","514059",17389,"11",0,"Wednesday"
"322.80","2010-06-30","514061",13078,"12",0,"Wednesday"
"330.50","2010-06-30","514063",12708,"17",0,"Wednesday"
"446.49","2010-06-30","514064",14398,"31",0,"Wednesday"
"3921.74","2010-06-30","514082",16684,"20",0,"Wednesday"
"311.40","2010-06-30","514085",17666,"7",0,"Wednesday"
"1421.40","2010-06-30","514087",16684,"10",0,"Wednesday"
"330.00","2010-06-30","514091",16684,"1",0,"Wednesday"
"156.50","2010-06-30","514092",14205,"9",0,"Wednesday"
"409.98","2010-06-30","514096",17531,"20",0,"Wednesday"
"1799.07","2010-06-30","514097",-1,"181",0,"Wednesday"
"423.95","2010-06-30","514098",13097,"45",0,"Wednesday"
"0.00","2010-06-30","514099",-1,"1",0,"Wednesday"
"0.00","2010-06-30","514100",-1,"1",0,"Wednesday"
"0.00","2010-06-30","514101",-1,"1",0,"Wednesday"
"0.00","2010-06-30","514102",-1,"1",0,"Wednesday"
"0.00","2010-06-30","514103",-1,"1",0,"Wednesday"
"0.00","2010-06-30","514104",-1,"1",0,"Wednesday"
"492.62","2010-06-30","514105",16814,"29",0,"Wednesday"
"241.20","2010-06-30","514106",18053,"11",0,"Wednesday"
"134.71","2010-06-30","514107",14606,"29",0,"Wednesday"
"354.75","2010-06-30","514108",13756,"25",0,"Wednesday"
"527.60","2010-06-30","514114",14555,"29",0,"Wednesday"
"228.20","2010-06-30","514116",16592,"15",0,"Wednesday"
"185.00","2010-06-30","514117",16592,"11",0,"Wednesday"
"416.60","2010-06-30","514119",14217,"27",0,"Wednesday"
"0.00","2010-06-30","514121",-1,"1",0,"Wednesday"
"0.00","2010-06-30","514123",-1,"1",0,"Wednesday"
"0.00","2010-06-30","514125",-1,"1",0,"Wednesday"
"284.19","2010-06-30","514126",17602,"59",0,"Wednesday"
"100.65","2010-06-30","514127",15447,"6",0,"Wednesday"
"10.54","2010-06-30","514128",-1,"4",0,"Wednesday"
"159.47","2010-06-30","514129",16098,"10",0,"Wednesday"
"102.00","2010-06-30","514130",15486,"1",0,"Wednesday"
"282.65","2010-06-30","514131",13269,"18",0,"Wednesday"
"27.84","2010-06-30","514132",13269,"2",0,"Wednesday"
"0.00","2010-06-30","514133",-1,"1",0,"Wednesday"
"148.04","2010-06-30","514134",14584,"19",0,"Wednesday"
"184.40","2010-06-30","514136",16071,"11",0,"Wednesday"
"102.00","2010-06-30","514137",17923,"1",0,"Wednesday"
"513.65","2010-06-30","514138",14911,"31",0,"Wednesday"
"358.15","2010-06-30","514140",17748,"17",0,"Wednesday"
"248.48","2010-06-30","514141",15581,"39",0,"Wednesday"
"678.20","2010-06-30","514152",13814,"22",0,"Wednesday"
"178.20","2010-06-30","514155",14825,"9",0,"Wednesday"
"85.13","2010-06-30","514157",14911,"1",0,"Wednesday"
"3.30","2010-06-30","514158",-1,"2",0,"Wednesday"
"114.12","2010-06-30","514160",14609,"2",0,"Wednesday"
"377.35","2010-06-30","514161",13875,"24",0,"Wednesday"
"622.26","2010-06-30","514163",16283,"127",0,"Wednesday"
"303.14","2010-06-30","514164",13872,"18",0,"Wednesday"
"806.06","2010-06-30","514165",12714,"39",0,"Wednesday"
"27.84","2010-06-30","514166",14754,"4",0,"Wednesday"
"335.40","2010-06-30","514184",13319,"11",0,"Wednesday"
"15.30","2010-06-30","514188",13319,"1",0,"Wednesday"
"1307.32","2010-06-30","514198",-1,"162",0,"Wednesday"
"659.30","2010-06-30","514203",17931,"15",0,"Wednesday"
"204.00","2010-06-30","514204",15039,"2",0,"Wednesday"
"310.41","2010-06-30","514208",13649,"20",0,"Wednesday"
"192.30","2010-06-30","514209",18215,"8",0,"Wednesday"
"287.98","2010-06-30","514210",18231,"16",0,"Wednesday"
"224.04","2010-06-30","514211",13589,"10",0,"Wednesday"
"171.30","2010-06-30","514212",14882,"12",0,"Wednesday"
"288.15","2010-07-01","514217",17029,"10",0,"Thursday"
"914.33","2010-07-01","514218",14911,"55",0,"Thursday"
"341.80","2010-07-01","514219",12575,"23",0,"Thursday"
"869.68","2010-07-01","514220",17146,"47",0,"Thursday"
"1950.98","2010-07-01","514221",12653,"43",0,"Thursday"
"268.28","2010-07-01","514222",13021,"17",0,"Thursday"
"96.55","2010-07-01","514224",15852,"11",0,"Thursday"
"502.39","2010-07-01","514225",14299,"21",0,"Thursday"
"611.66","2010-07-01","514226",12468,"29",0,"Thursday"
"39.15","2010-07-01","514231",17572,"1",0,"Thursday"
"40.20","2010-07-01","514235",17382,"2",0,"Thursday"
"411.64","2010-07-01","514244",17083,"15",0,"Thursday"
"140.15","2010-07-01","514254",13984,"10",0,"Thursday"
"304.20","2010-07-01","514271",15081,"10",0,"Thursday"
"308.45","2010-07-01","514272",17239,"4",0,"Thursday"
"141.25","2010-07-01","514274",16883,"11",0,"Thursday"
"15.00","2010-07-01","514275",-1,"6",0,"Thursday"
"88.00","2010-07-01","514276",14113,"1",0,"Thursday"
"324.74","2010-07-01","514277",16190,"14",0,"Thursday"
"81.75","2010-07-01","514278",15888,"9",0,"Thursday"
"234.32","2010-07-01","514279",14451,"41",0,"Thursday"
"2654.01","2010-07-01","514280",13081,"145",0,"Thursday"
"328.29","2010-07-01","514281",15628,"19",0,"Thursday"
"309.85","2010-07-01","514288",17176,"15",0,"Thursday"
"545.55","2010-07-01","514289",13735,"23",0,"Thursday"
"221.30","2010-07-01","514293",18109,"50",0,"Thursday"
"312.85","2010-07-01","514295",17651,"21",0,"Thursday"
"47.25","2010-07-01","514296",13650,"3",0,"Thursday"
"313.34","2010-07-01","514297",15179,"6",0,"Thursday"
"95.45","2010-07-01","514298",13302,"2",0,"Thursday"
"150.12","2010-07-01","514299",14590,"12",0,"Thursday"
"109.73","2010-07-01","514300",15851,"8",0,"Thursday"
"0.00","2010-07-01","514301",-1,"1",0,"Thursday"
"184.24","2010-07-01","514302",14527,"21",0,"Thursday"
"190.50","2010-07-01","514304",12823,"1",0,"Thursday"
"827.60","2010-07-01","514305",17675,"12",0,"Thursday"
"422.05","2010-07-01","514306",16926,"45",0,"Thursday"
"4.95","2010-07-01","514307",-1,"1",0,"Thursday"
"450.20","2010-07-01","514308",14952,"11",0,"Thursday"
"222.40","2010-07-01","514310",12765,"8",0,"Thursday"
"461.95","2010-07-01","514311",14755,"21",0,"Thursday"
"375.30","2010-07-01","514312",12662,"18",0,"Thursday"
"429.41","2010-07-01","514313",14709,"11",0,"Thursday"
"146.58","2010-07-01","514314",14139,"8",0,"Thursday"
"322.80","2010-07-01","514316",16654,"16",0,"Thursday"
"116.28","2010-07-01","514317",16809,"23",0,"Thursday"
"219.42","2010-07-01","514318",16743,"22",0,"Thursday"
"374.75","2010-07-01","514319",12576,"21",0,"Thursday"
"228.83","2010-07-01","514321",15013,"41",0,"Thursday"
"379.20","2010-07-01","514322",14135,"5",0,"Thursday"
"164.70","2010-07-01","514323",13659,"7",0,"Thursday"
"146.39","2010-07-01","514324",16011,"20",0,"Thursday"
"79.95","2010-07-01","514325",15361,"1",0,"Thursday"
"254.69","2010-07-01","514328",17913,"39",0,"Thursday"
"81.20","2010-07-01","514329",13503,"1",0,"Thursday"
"831.10","2010-07-01","514330",14849,"33",0,"Thursday"
"332.50","2010-07-01","514331",14051,"4",0,"Thursday"
"39.80","2010-07-01","514333",14849,"1",0,"Thursday"
"210.45","2010-07-01","514334",13292,"14",0,"Thursday"
"284.28","2010-07-01","514335",13439,"51",0,"Thursday"
"263.76","2010-07-01","514336",17187,"13",0,"Thursday"
"102.70","2010-07-01","514337",16359,"7",0,"Thursday"
"1299.66","2010-07-01","514338",-1,"133",0,"Thursday"
"346.86","2010-07-01","514339",15062,"21",0,"Thursday"
"336.60","2010-07-01","514342",13408,"5",0,"Thursday"
"81.90","2010-07-01","514343",17227,"11",0,"Thursday"
"352.06","2010-07-01","514344",14540,"17",0,"Thursday"
"135.42","2010-07-01","514345",13963,"11",0,"Thursday"
"513.18","2010-07-01","514346",14134,"8",0,"Thursday"
"155.73","2010-07-01","514347",13557,"10",0,"Thursday"
"300.84","2010-07-01","514348",18217,"7",0,"Thursday"
"93.80","2010-07-01","514349",18061,"2",0,"Thursday"
"310.42","2010-07-01","514350",13317,"23",0,"Thursday"
"283.05","2010-07-01","514351",17080,"10",0,"Thursday"
"15.23","2010-07-01","514352",17848,"2",0,"Thursday"
"1793.00","2010-07-01","514355",17589,"155",0,"Thursday"
"313.28","2010-07-01","514356",17635,"21",0,"Thursday"
"29.95","2010-07-01","514357",-1,"1",0,"Thursday"
"282.74","2010-07-01","514358",15625,"20",0,"Thursday"
"104.65","2010-07-01","514359",16907,"15",0,"Thursday"
"301.66","2010-07-01","514360",13004,"23",0,"Thursday"
"1305.32","2010-07-01","514362",14154,"68",0,"Thursday"
"0.00","2010-07-01","514363",-1,"1",0,"Thursday"
"104.35","2010-07-01","514364",17851,"18",0,"Thursday"
"189.51","2010-07-01","514365",13468,"10",0,"Thursday"
"189.67","2010-07-01","514366",13969,"22",0,"Thursday"
"267.54","2010-07-01","514367",15015,"37",0,"Thursday"
"2464.63","2010-07-02","514369",12477,"88",0,"Friday"
"101.80","2010-07-02","514370",14693,"8",0,"Friday"
"245.73","2010-07-02","514371",12422,"11",0,"Friday"
"1.65","2010-07-02","514372",-1,"1",0,"Friday"
"325.60","2010-07-02","514373",18065,"21",0,"Friday"
"340.84","2010-07-02","514374",13394,"19",0,"Friday"
"292.18","2010-07-02","514375",16701,"12",0,"Friday"
"288.00","2010-07-02","514376",18230,"15",0,"Friday"
"308.09","2010-07-02","514377",17734,"20",0,"Friday"
"102.00","2010-07-02","514378",15885,"1",0,"Friday"
"521.53","2010-07-02","514379",15218,"21",0,"Friday"
"99.54","2010-07-02","514380",-1,"11",0,"Friday"
"123.45","2010-07-02","514383",17236,"14",0,"Friday"
"29.85","2010-07-02","514386",18053,"1",0,"Friday"
"2216.39","2010-07-02","514387",12633,"135",0,"Friday"
"0.00","2010-07-02","514388",-1,"1",0,"Friday"
